sentence_id,doc_id,sentence_index,text,vote_type
63207,8367,0,org/omg/PortableInterceptor/UNKNOWN.java .,0
72968,12464,0,A moderately heavier weight than WEIGHT_REGULAR.,1
34360,4088,2,"org/omg/CORBA/StringValueHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from orb.idl 31 May 1999 22:27:30 o'clock GMT+00:00 The class definition has been modified to conform to the following OMG specifications : ORB core as defined by CORBA 2.3.1 (formal/99-10-07) IDL/Java Language Mapping as defined in ptc/00-01-08",0
34297,4071,2,"org/omg/CORBA/PolicyTypeHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from ../../../../../src/share/classes/org/omg/PortableServer/corba.idl Saturday, July 17, 1999 12:26:20 AM PDT",0
427264,132137,0,"Creates a new, empty map with the default initial table size (16).",1
13813,1413,1,This class is no longer used.,2
64873,8901,1,This peer allows you to change the user interface of the canvas without changing its functionality.,1
64872,8901,0,Creates the peer of the canvas.,1
72061,12042,0,Constant for the Katakana function key.,1
34272,4062,0,Enumeration of parameter modes for Parameter.,1
65434,9129,2,"If the Component has been created, but not yet added to a Container, this method returns null.",2
21738,2273,0,Thrown when an application attempts to access a sequence of Class objects each corresponding to a TypeMirror.,1
65432,9129,0,Gets the GraphicsConfiguration associated with this Component.,1
65433,9129,1,"If the Component has not been assigned a specific GraphicsConfiguration, the GraphicsConfiguration of the Component object's top-level container is returned.",2
62518,8173,0,NamingContextExt is the extension of NamingContext which contains a set of name bindings in which each name is unique and is part of Interoperable Naming Service.,1
1337,68,0,Provides interfaces for Diffie-Hellman keys as defined in RSA Laboratories' PKCS #3.,1
81209,16080,0,"Constant for the ""Sora Sompeng"" Unicode character block.",1
22906,2386,11,"This allows for wrapping exceptions from distributed communications (RMI, EJB, etc.).",2
228029,77919,2,The returned string may be empty but may not be null.,2
228028,77919,1,"This method is intended to be used only for debugging purposes, and the content and format of the returned string may vary between implementations.",2
228027,77919,0,Returns a string representation of this JToolBar.,1
72018,12004,0,"Constant for the ""$"" key.",1
100581,23009,0,Constant identifying the permille field.,1
81296,16128,8,"For example, in an instance method the expression: Class.forName(""Foo"") is equivalent to: Class.forName(""Foo"", true, this.getClass().getClassLoader()) Note that this method throws errors related to loading, linking or initializing as specified in Sections 12.2, 12.3 and 12.4 of The Java Language Specification.",2
224174,76073,1,"When the combo box is disabled, items cannot be selected and values cannot be typed into its field (if it is editable).",2
224173,76073,0,Enables the combo box so that items can be selected.,1
203797,66843,0,Acquires the lock.,1
203800,66843,3,The circumstances and the exception type must be documented by that Lock implementation.,2
203799,66843,2,"Implementation Considerations A Lock implementation may be able to detect erroneous use of the lock, such as an invocation that would cause deadlock, and may throw an (unchecked) exception in such circumstances.",2
69983,11037,0,Creates this toolkit's implementation of the Desktop using the specified peer interface.,1
81217,16088,0,"Constant for the ""Supplemental Mathematical Operators"" Unicode character block.",1
232179,80109,0,"Sets the row height, this is forwarded to the treeState.",1
81289,16128,1,"Given the fully qualified name for a class or interface (in the same format returned by getName) this method attempts to locate, load, and link the class or interface.",1
65159,9020,0,The color yellow.,1
65160,9020,1,In the default sRGB space.,0
62998,8312,0,"An array of service contexts, forming a service context list.",1
22816,2377,0,Instances of this interface are used to keep the list of ClassLoaders registered in an MBean Server.,1
22819,2377,3,"When an MBean is registered in an MBean Server, if it is of a subclass of ClassLoader and if it does not implement the interface PrivateClassLoader, it is added to the end of the MBean Server's ClassLoaderRepository.",2
100762,23103,9,"As such, it is possible that the start of the requested duration observed via this clock will be later than that observed directly via the underlying clock.",2
100761,23103,8,Implementations may use a caching strategy for performance reasons.,2
100760,23103,7,Passing one of these will return the underlying clock.,2
100759,23103,6,A duration of zero or one nanosecond would have no truncation effect.,2
100758,23103,5,"All normal tick durations will match these criteria, including any multiple of hours, minutes, seconds and milliseconds, and sensible nanosecond durations, such as 20ns, 250,000ns and 500,000ns.",2
100757,23103,4,"If it has a part smaller than a whole millisecond, then the whole duration must divide into one second without leaving a remainder.",2
100756,23103,3,The tick duration must be positive.,2
100755,23103,2,"Thus, if the duration is half a second, the clock will return instants truncated to the half second.",2
100754,23103,1,This clock will only tick as per the specified duration.,2
100753,23103,0,Obtains a clock that returns instants from the specified clock truncated to the nearest occurrence of the specified duration.,1
62214,8072,0,The Helper for ULongLongSeq.,1
62215,8072,1,"For more information on Helper files, see ""Generated Files: Helper Files"".",0
62216,8072,2,"org/omg/CORBA/ULongLongSeqHelper.java Generated by the IDL-to-Java compiler (portable), version ""3.0"" from streams.idl 13 May 1999 22:41:37 o'clock GMT+00:00 The class definition has been modified to conform to the following OMG specifications : ORB core as defined by CORBA 2.3.1 (formal/99-10-07) IDL/Java Language Mapping as defined in ptc/00-01-08",0
227982,77889,0,"Creates a toggle button with the specified text, image, and selection state.",1
72439,12232,0,Vertical metrics header.,1
62436,8139,0,A class extending org.omg.CORBA.ORB to make the ORB portable under the OMG CORBA version 2.3 specification.,1
709,47,58,"Many applications can be written only using LocalDate, LocalTime and Instant, with the time-zone added at the user interface (UI) layer.",2
